site15 CFKADS2218   75  68.3300  68.3720  2025   68   8   438.36     0.31  0.0449   2072.6     9.94   0.229   146.6    5.5   1.129    1285  1  0.040
site15 CFKADS2218   75  68.3720  68.4130  2025   68   9   438.25     0.21  0.0449   2061.9     8.63   0.229   143.9    5.5   1.129    1592  1  0.040
site15 CFKADS2218   75  68.4130  68.4550  2025   68  10   438.91     0.42  0.0449   2050.1     1.31   0.229   142.4    5.3   1.129    1582  1  0.040
site15 CFKADS2218   75  68.4550  68.4970  2025   68  11   439.48     0.16  0.0449   2053.8     1.04   0.229   144.0    5.2   1.129    1589  1  0.040
site15 CFKADS2218   75  68.4970  68.5380  2025   68  12   439.43     0.27  0.0449   2057.1     2.33   0.229   143.3    5.4   1.129    1584  1  0.040
site15 CFKADS2218   75  68.5380  68.5800  2025   68  13   440.76     0.46  0.0449   2067.7     2.87   0.229   146.3    5.3   1.129    1591  1  0.040
site15 CFKADS2218   75  68.5800  68.6220  2025   68  14   441.33     0.63  0.0449   2071.4     1.43   0.229   152.2    5.4   1.129    1611  1  0.040
site15 CFKADS2218   75  68.6220  68.6630  2025   68  15   439.71     0.69  0.0449   2066.0     3.83   0.229   147.6    6.0   1.129    1621  1  0.040
site15 CFKADS2218   75  68.6630  68.7050  2025   68  16   437.15     0.89  0.0449   2045.7     5.76   0.229   139.7    7.8   1.129    1641  1  0.040
site15 CFKADS2218   75  68.7050  68.7470  2025   68  17   435.42     0.22  0.0449   2035.0     1.40   0.229   129.1    5.4   1.129    1636  1  0.040
site15 CFKADS2218   75  68.7470  68.7880  2025   68  18   435.84     0.24  0.0449   2034.7     1.35   0.229   132.2    5.7   1.129    1650  1  0.040
site15 CFKADS2218   75  68.7880  68.8300  2025   68  19   435.84     0.35  0.0449   2031.8     2.26   0.229   132.3    5.7   1.129    1652  1  0.040
site15 CFKADS2218   75  68.8300  68.8720  2025   68  20   435.32     0.21  0.0449   2028.6     1.43   0.229   130.4    5.6   1.129    1668  1  0.050
site15 CFKADS2218   75  68.8720  68.9130  2025   68  21   434.62     0.30  0.0449   2026.9     0.83   0.229   132.1    6.9   1.129    1699  1  0.050
site15 CFKADS2218   75  68.9130  68.9550  2025   68  22   434.42     0.22  0.0449   2027.3     0.99   0.229   133.5    6.4   1.129    1709  1  0.050
site15 CFKADS2218   75  68.9550  68.9970  2025   68  23   434.87     0.25  0.0449   2028.8     0.57   0.229   139.7    6.0   1.129    1716  1  0.050
site15 CFKADS2218   75  68.9970  69.0380  2025   69   0   435.83     0.34  0.0457   2029.7     0.90   0.233   138.7    5.4   1.134    1706  1  0.050
site15 CFKADS2218   75  69.0380  69.0800  2025   69   1   435.08     0.35  0.0457   2033.4     1.90   0.233   138.8    5.3   1.134    1691  1  0.050
site15 CFKADS2218   75  69.0800  69.1220  2025   69   2   434.67     0.21  0.0457   2044.8     5.10   0.233   141.7    5.8   1.134    1664  1  0.040
site15 CFKADS2218   75  69.1220  69.1630  2025   69   3   434.91     0.30  0.0457   2031.5     2.54   0.233   140.5    5.8   1.134    1635  1  0.040
site15 CFKADS2218   75  69.1630  69.2050  2025   69   4   435.55     0.18  0.0457   2031.2     0.78   0.233   143.2    5.5   1.134    1591  1  0.040
site15 CFKADS2218   75  69.2050  69.2470  2025   69   5   437.10     0.58  0.0457   2041.0     4.10   0.233   146.6    5.3   1.134    1611  1  0.040
site15 CFKADS2218   75  69.2470  69.2880  2025   69   6   439.13     0.88  0.0457   2043.5     1.33   0.233   149.5    5.5   1.134    1597  1  0.040
site15 CFKADS2218   75  69.2880  69.3300  2025   69   7   439.34     0.66  0.0457   2050.7     3.53   0.233   149.5    5.4   1.134    1279  1  0.040
site15 CFKADS2218   75  69.3300  69.3720  2025   69   8   438.74     1.24  0.0457   2050.5     5.33   0.233   150.6    5.3   1.134    1592  1  0.040
site15 CFKADS2218   75  69.3720  69.4130  2025   69   9   436.04     0.27  0.0457   2048.3     2.62   0.233   143.6    5.7   1.134    1596  1  0.040
site15 CFKADS2218   75  69.4130  69.4550  2025   69  10   436.08     0.21  0.0457   2048.1     1.80   0.233   140.5    5.2   1.134    1593  1  0.040
site15 CFKADS2218   75  69.4550  69.4970  2025   69  11   437.18     0.61  0.0457   2075.2    18.36   0.233   141.5    5.4   1.134    1596  1  0.040
site15 CFKADS2218   75  69.4970  69.5380  2025   69  12   439.28     0.59  0.0457   2102.9     6.14   0.233   144.5    5.4   1.134    1596  1  0.040
site15 CFKADS2218   75  69.5380  69.5800  2025   69  13   440.82     0.35  0.0457   2119.6     6.39   0.233   151.7    6.0   1.134    1599  1  0.040
site15 CFKADS2218   75  69.5800  69.6220  2025   69  14   440.64     0.45  0.0457   2115.0     8.82   0.233   158.7    7.4   1.134    1616  1  0.040
site15 CFKADS2218   75  69.6220  69.6630  2025   69  15   440.30     0.49  0.0457   2097.5     6.83   0.233   168.9   16.9   1.134    1617  1  0.040
site15 CFKADS2218   75  69.6630  69.7050  2025   69  16   437.67     0.52  0.0457   2069.0     5.74   0.233   155.0    8.9   1.134    1621  1  0.040
site15 CFKADS2218   75  69.7050  69.7470  2025   69  17   436.61     0.27  0.0457   2054.4     4.04   0.233   143.4    6.8   1.134    1647  1  0.040
site15 CFKADS2218   75  69.7470  69.7880  2025   69  18   435.89     0.29  0.0457   2049.7     1.51   0.233   138.8    6.1   1.134    1655  1  0.050
site15 CFKADS2218   75  69.7880  69.8300  2025   69  19   435.49     0.13  0.0457   2049.6     3.24   0.233   141.6    7.2   1.134    1679  1  0.050
site15 CFKADS2218   75  69.8300  69.8720  2025   69  20   434.85     0.24  0.0457   2038.1     3.00   0.233   136.6    7.3   1.134    1723  1  0.050
site15 CFKADS2218   75  69.8720  69.9130  2025   69  21   434.51     0.14  0.0457   2032.2     1.26   0.233   133.4    5.7   1.134    1758  1  0.050
site15 CFKADS2218   75  69.9130  69.9550  2025   69  22   435.02     0.36  0.0457   2033.9     1.66   0.233   144.4    8.4   1.134    1787  1  0.060
site15 CFKADS2218   75  69.9550  69.9970  2025   69  23   435.42     0.28  0.0457   2031.5     1.85   0.233   140.7    6.5   1.134    1801  1  0.060
site15 CFKADS2218   75  69.9970  70.0380  2025   70   0   435.32     0.21  0.0452   2029.4     0.37   0.234   141.1    6.7   1.120    1805  1  0.060
site15 CFKADS2218   75  70.0380  70.0800  2025   70   1   436.00     0.24  0.0452   2036.7     4.52   0.234   145.4    7.9   1.120    1788  1  0.060
site15 CFKADS2218   75  70.0800  70.1220  2025   70   2   436.68     0.23  0.0452   2043.0     4.30   0.234   152.4    6.0   1.120    1763  1  0.050
site15 CFKADS2218   75  70.1220  70.1630  2025   70   3   437.36     0.34  0.0452   2043.0     2.20   0.234   152.3    5.4   1.120    1727  1  0.050
site15 CFKADS2218   75  70.1630  70.2050  2025   70   4   437.98     0.21  0.0452   2058.1     3.63   0.234   154.1    5.3   1.120    1686  1  0.050
site15 CFKADS2218   75  70.2050  70.2470  2025   70   5   438.84     0.38  0.0452   2066.4     1.22   0.234   156.1    5.5   1.120    1646  1  0.050
site15 CFKADS2218   75  70.2470  70.2880  2025   70   6   438.80     0.24  0.0452   2073.3     5.02   0.234   161.5    5.5   1.120    1273  1  0.040
site15 CFKADS2218   75  70.2880  70.3300  2025   70   7   438.53     0.23  0.0452   2082.9     2.87   0.234   162.9    5.2   1.120    1586  1  0.040
site15 CFKADS2218   75  70.3300  70.3720  2025   70   8   439.29     0.27  0.0452   2078.2     2.25   0.234   163.6    5.1   1.120    1582  1  0.040
site15 CFKADS2218   75  70.3720  70.4130  2025   70   9   440.25     0.25  0.0452   2083.3     0.56   0.234   166.4    5.3   1.120    1578  1  0.040
site15 CFKADS2218   75  70.4130  70.4550  2025   70  10   440.30     0.18  0.0452   2083.9     0.85   0.234   168.9    5.3   1.120    1575  1  0.040
site15 CFKADS2218   75  70.4550  70.4970  2025   70  11   440.51     0.20  0.0452   2083.4     0.34   0.234   176.3    5.8   1.120    1579  1  0.040
site15 CFKADS2218   75  70.4970  70.5380  2025   70  12   440.77     0.27  0.0452   2087.4     2.26   0.234   182.7    5.9   1.120    1586  1  0.040
site15 CFKADS2218   75  70.5380  70.5800  2025   70  13   440.98     0.12  0.0452   2091.0     0.32   0.234   186.9    5.3   1.120    1579  1  0.040
site15 CFKADS2218   75  70.5800  70.6220  2025   70  14   440.56     0.16  0.0452   2091.2     0.67   0.234   184.5    6.8   1.120    1610  1  0.040
site15 CFKADS2218   75  70.6220  70.6630  2025   70  15   439.23     0.39  0.0452   2092.5     1.61   0.234   176.9    7.6   1.120    1592  1  0.040
site15 CFKADS2218   75  70.6630  70.7050  2025   70  16   438.91     0.11  0.0452   2093.3     1.13   0.234   176.8    5.6   1.120    1599  1  0.040
site15 CFKADS2218   75  70.7050  70.7470  2025   70  17   438.97     0.14  0.0452   2092.8     0.56   0.234   179.9    6.7   1.120    1635  1  0.050
site15 CFKADS2218   75  70.7470  70.7880  2025   70  18   438.98     0.24  0.0452   2091.4     1.24   0.234   192.1    9.5   1.120    1678  1  0.050
site15 CFKADS2218   75  70.7880  70.8300  2025   70  19   439.11     0.20  0.0452   2093.7     0.95   0.234   191.3   14.8   1.120    1739  1  0.050
site15 CFKADS2218   75  70.8300  70.8720  2025   70  20   438.66     0.27  0.0452   2091.1     2.45   0.234   177.2    7.7   1.120    1792  1  0.060
site15 CFKADS2218   75  70.8720  70.9130  2025   70  21   438.10     0.23  0.0452   2085.9     0.75   0.234   169.2    5.9   1.120    1835  1  0.060
site15 CFKADS2218   75  70.9130  70.9550  2025   70  22   438.08     0.17  0.0452   2088.3     1.72   0.234   166.3    5.2   1.120    1864  1  0.070
site15 CFKADS2218   75  70.9550  70.9970  2025   70  23   438.17     0.12  0.0452   2088.6     1.66   0.234   167.7    5.2   1.120    1886  1  0.070
site15 CFKADS2218   75  70.9970  71.0380  2025   71   0   442.38     2.53  0.0464   2102.7    26.66   0.243   175.1    6.9   1.127    1897  1  0.070
site15 CFKADS2218   75  71.0380  71.0800  2025   71   1   444.79     0.42  0.0464   2087.2     1.90   0.243   170.9    5.9   1.127    1882  1  0.070
site15 CFKADS2218   75  71.0800  71.1220  2025   71   2   444.47     0.29  0.0464   2081.5     2.11   0.243   163.3    5.2   1.127    1863  1  0.070
site15 CFKADS2218   75  71.1220  71.1630  2025   71   3   448.55     1.88  0.0464   2092.8     4.60   0.243   184.3   14.3   1.127    1835  1  0.060
site15 CFKADS2218   75  71.1630  71.2050  2025   71   4   447.68     0.87  0.0464   2085.5     3.42   0.243   183.6    8.0   1.127    1801  1  0.060
site15 CFKADS2218   75  71.2050  71.2470  2025   71   5   449.79     0.75  0.0464   2157.6    32.33   0.243   177.4    5.5   1.127    1408  1  0.060
site15 CFKADS2218   75  71.2470  71.2880  2025   71   6   446.78     2.23  0.0464   2150.1    32.77   0.243   161.9    8.8   1.127    1710  1  0.050
site15 CFKADS2218   75  71.2880  71.3300  2025   71   7   442.22     1.08  0.0464   2094.0    33.05   0.243   145.3    5.8   1.127    1659  1  0.050
site15 CFKADS2218   75  71.3300  71.3720  2025   71   8   440.96     0.14  0.0464   2063.8     1.32   0.243   141.4    5.2   1.127    1619  1  0.040
site15 CFKADS2218   75  71.3720  71.4130  2025   71   9   441.27     0.23  0.0464   2075.3     6.91   0.243   141.9    5.4   1.127    1614  1  0.040
site15 CFKADS2218   75  71.4130  71.4550  2025   71  10   441.66     0.32  0.0464   2072.6     5.29   0.243   144.2    5.3   1.127    1595  1  0.040
site15 CFKADS2218   75  71.4550  71.4970  2025   71  11   443.09     0.52  0.0464   2066.8     0.52   0.243   150.3    5.6   1.127    1581  1  0.040
site15 CFKADS2218   75  71.4970  71.5380  2025   71  12   445.20     0.82  0.0464   2072.3     3.04   0.243   161.0    6.5   1.127    1593  1  0.040
site15 CFKADS2218   75  71.5380  71.5800  2025   71  13   448.99     1.37  0.0464   2082.4     4.32   0.243   180.1    8.3   1.127    1587  1  0.040
site15 CFKADS2218   75  71.5800  71.6220  2025   71  14   450.63     0.60  0.0464   2095.4     6.21   0.243   190.5    6.3   1.127    1611  1  0.040
site15 CFKADS2218   75  71.6220  71.6630  2025   71  15   447.00     1.81  0.0464   2115.2     4.86   0.243   182.3    6.7   1.127    1602  1  0.040
site15 CFKADS2218   75  71.6630  71.7050  2025   71  16   444.42     0.91  0.0464   2123.6     1.64   0.243   185.6    5.9   1.127    1601  1  0.040
site15 CFKADS2218   75  71.7050  71.7470  2025   71  17   443.06     0.26  0.0464   2130.8     5.84   0.243   187.9    5.6   1.127    1618  1  0.050
site15 CFKADS2218   75  71.7470  71.7880  2025   71  18   443.48     0.44  0.0464   2147.3     4.27   0.243   188.3    5.4   1.127    1655  1  0.050
site15 CFKADS2218   75  71.7880  71.8300  2025   71  19   441.78     0.52  0.0464   2140.8     7.03   0.243   186.3    6.0   1.127    1716  1  0.050
site15 CFKADS2218   75  71.8300  71.8720  2025   71  20   441.19     0.34  0.0464   2130.0     4.01   0.243   185.1    5.6   1.127    1777  1  0.060
site15 CFKADS2218   75  71.8720  71.9130  2025   71  21   440.57     1.36  0.0464   2117.3     6.28   0.243   186.5    6.1   1.127    1820  1  0.060
site15 CFKADS2218   75  71.9130  71.9550  2025   71  22   438.57     0.25  0.0464   2108.9     0.97   0.243   184.0    5.3   1.127    1857  1  0.070
site15 CFKADS2218   75  71.9550  71.9970  2025   71  23   439.50     0.97  0.0464   2112.0     0.82   0.243   192.6   11.4   1.127    1884  1  0.070
site15 CFKADS2218   75  71.9970  72.0380  2025   72   0   443.21     1.77  0.0479   2119.6     9.84   0.247   214.5    7.5   1.140    1903  1  0.070
site15 CFKADS2218   75  72.0380  72.0800  2025   72   1   449.23     3.27  0.0479   2128.0     5.81   0.247   243.8   13.9   1.140    1903  1  0.070
site15 CFKADS2218   75  72.0800  72.1220  2025   72   2   452.23     2.22  0.0479   2131.8     3.86   0.247   234.5   15.4   1.140    1882  1  0.070
site15 CFKADS2218   75  72.1220  72.1630  2025   72   3   448.62     1.04  0.0479   2124.3     0.86   0.247   215.0   10.7   1.140    1860  1  0.070
site15 CFKADS2218   75  72.1630  72.2050  2025   72   4   450.98     0.63  0.0479   2123.3     1.50   0.247   233.6    9.8   1.140    1463  1  0.060
site15 CFKADS2218   75  72.2050  72.2470  2025   72   5   452.98     0.60  0.0479   2177.0    55.35   0.247   226.9   15.4   1.140    1798  1  0.060
site15 CFKADS2218   75  72.2470  72.2880  2025   72   6   453.86     0.69  0.0479   2197.3    36.59   0.247   212.0    8.7   1.140    1760  1  0.050
site15 CFKADS2218   75  72.2880  72.3300  2025   72   7   448.87     0.84  0.0479   2121.3     2.67   0.247   196.1    8.2   1.140    1709  1  0.050
site15 CFKADS2218   75  72.3300  72.3720  2025   72   8   449.07     1.25  0.0479   2126.4    11.19   0.247   187.1    6.5   1.140    1669  1  0.050
site15 CFKADS2218   75  72.3720  72.4130  2025   72   9   448.03     0.81  0.0479   2217.2    37.99   0.247   174.7    6.1   1.140    1631  1  0.040
site15 CFKADS2218   75  72.4130  72.4550  2025   72  10   449.03     2.51  0.0479   2182.6    67.56   0.247   184.4   15.6   1.140    1632  1  0.040
site15 CFKADS2218   75  72.4550  72.4970  2025   72  11   459.01     1.58  0.0479   2282.0    70.32   0.247   253.0   16.9   1.140    1632  1  0.040
site15 CFKADS2218   75  72.4970  72.5380  2025   72  12   460.98     2.66  0.0479   2179.3    17.97   0.247   271.5   24.8   1.140    1620  1  0.040
site15 CFKADS2218   75  72.5380  72.5800  2025   72  13   463.31     2.35  0.0479   2259.1    32.14   0.247   281.7   21.3   1.140    1610  1  0.040
site15 CFKADS2218   75  72.5800  72.6220  2025   72  14   454.59     2.04  0.0479   2185.3    38.48   0.247   222.8   10.7   1.140    1606  1  0.040
site15 CFKADS2218   75  72.6220  72.6630  2025   72  15   449.58     1.00  0.0479   2146.0     9.66   0.247   200.8    7.7   1.140    1622  1  0.040
site15 CFKADS2218   75  72.6630  72.7050  2025   72  16   449.35     0.23  0.0479   2121.8     2.05   0.247   196.5    5.4   1.140    1637  1  0.040
site15 CFKADS2218   75  72.7050  72.7470  2025   72  17   447.18     1.26  0.0479   2120.3     1.38   0.247   200.9    5.6   1.140    1631  1  0.050
site15 CFKADS2218   75  72.7470  72.7880  2025   72  18   443.99     0.73  0.0479   2117.1     3.09   0.247   198.1    5.5   1.140    1666  1  0.050
site15 CFKADS2218   75  72.7880  72.8300  2025   72  19   441.63     0.87  0.0479   2104.4     6.02   0.247   192.0    6.1   1.140    1728  1  0.050
site15 CFKADS2218   75  72.8300  72.8720  2025   72  20   440.38     0.45  0.0479   2092.4     3.43   0.247   187.6    5.6   1.140    1791  1  0.060
site15 CFKADS2218   75  72.8720  72.9130  2025   72  21   438.56     0.28  0.0479   2082.7     1.05   0.247   182.3    5.3   1.140    1837  1  0.070
site15 CFKADS2218   75  72.9130  72.9550  2025   72  22   439.19     0.30  0.0479   2084.3     1.12   0.247   183.7    5.4   1.140    1879  1  0.070
site15 CFKADS2218   75  72.9550  72.9970  2025   72  23   440.16     0.35  0.0479   2082.2     0.83   0.247   189.4    5.6   1.140    1913  1  0.070
site15 CFKADS2218   75  72.9970  73.0380  2025   73   0   441.49     0.59  0.0492   2079.8     0.91   0.257   196.9   10.1   1.120    1942  1  0.070
site15 CFKADS2218   75  73.0380  73.0800  2025   73   1   441.76     0.36  0.0492   2077.4     2.15   0.257   192.6    6.2   1.120    1944  1  0.070
site15 CFKADS2218   75  73.0800  73.1220  2025   73   2   442.50     0.45  0.0492   2084.3     0.63   0.257   189.0    5.5   1.120    1932  1  0.070
site15 CFKADS2218   75  73.1220  73.1630  2025   73   3   443.34     0.70  0.0492   2094.5     6.52   0.257   195.2    7.1   1.120    1520  1  0.070
site15 CFKADS2218   75  73.1630  73.2050  2025   73   4   446.43     2.32  0.0492   2093.4     7.04   0.257   197.9    5.4   1.120    1882  1  0.070
site15 CFKADS2218   75  73.2050  73.2470  2025   73   5   445.04     0.86  0.0492   2086.8     0.90   0.257   192.8    5.5   1.120    1859  1  0.070
site15 CFKADS2218   75  73.2470  73.2880  2025   73   6   445.49     3.45  0.0492   2091.1     1.29   0.257   186.6    5.2   1.120    1839  1  0.060
site15 CFKADS2218   75  73.2880  73.3300  2025   73   7   448.45     2.32  0.0492   2092.6     5.48   0.257   182.8    6.1   1.120    1815  1  0.060
site15 CFKADS2218   75  73.3300  73.3720  2025   73   8   446.19     0.74  0.0492   2081.9     2.68   0.257   177.3    5.7   1.120    1793  1  0.060
